time 	 clk 	 step 	 eps 	 q
36175	 0 	 00100001 	 11101000001011111010100010010010 	 1100000001011111011010101111001100000010110100000000000000000000
36180	 1 	 00100010 	 11101000001011111010100010010010 	 1011001010000011010100101000011000100000010000000000000000000000
36185	 0 	 00100010 	 11101000001011111010100010010010 	 1011001010000011010100101000011000100000010000000000000000000000
36190	 1 	 00100011 	 10111001010101010100100001101000 	 0001010111101101101001100111010010100101000000000000000000000000
36195	 0 	 00100011 	 10111001010101010100100001101000 	 0001010111101101101001100111010010100101000000000000000000000000
36200	 1 	 00100100 	 10111001010101010100100001101000 	 0111101100101111100000111011010001010010000000000000000000000000
36205	 0 	 00100100 	 10111001010101010100100001101000 	 0111101100101111100000111011010001010010000000000000000000000000
36210	 1 	 00100101 	 11111100100110000111001110111110 	 0110100011011000011110011011100111110100000000000000000000000000
36215	 0 	 00100101 	 11111100100110000111001110111110 	 0110100011011000011110011011100111110100000000000000000000000000
36220	 1 	 00100110 	 11111100100110000111001110111110 	 0011001110100010101101000001001100000000000000000000000000000000
36225	 0 	 00100110 	 11111100100110000111001110111110 	 0011001110100010101101000001001100000000000000000000000000000000
36230	 1 	 00100111 	 00001101001111111101001000010101 	 0111000000110011100101110100000000000000000000000000000000000000
36235	 0 	 00100111 	 00001101001111111101001000010101 	 0111000000110011100101110100000000000000000000000000000000000000
36240	 1 	 00101000 	 00001101001111111101001000010101 	 1101111101110101000101101100000000000000000000000000000000000000
36245	 0 	 00101000 	 00001101001111111101001000010101 	 1101111101110101000101101100000000000000000000000000000000000000
36250	 1 	 00101001 	 01011100010100001011110011010110 	 0111100101101110100010110100000000000000000000000000000000000000
36255	 0 	 00101001 	 01011100010100001011110011010110 	 0111100101101110100010110100000000000000000000000000000000000000
36260	 1 	 00101010 	 01011100010100001011110011010110 	 0010011110001000011111100000000000000000000000000000000000000000
36265	 0 	 00101010 	 01011100010100001011110011010110 	 0010011110001000011111100000000000000000000000000000000000000000
36270	 1 	 00101011 	 00011001110011101101110001101010 	 1111011110110010010100000000000000000000000000000000000000000000
36275	 0 	 00101011 	 00011001110011101101110001101010 	 1111011110110010010100000000000000000000000000000000000000000000
36280	 1 	 00101100 	 00011001110011101101110001101010 	 0001101111111001110000000000000000000000000000000000000000000000
36285	 0 	 00101100 	 00011001110011101101110001101010 	 0001101111111001110000000000000000000000000000000000000000000000
36290	 1 	 00101101 	 11101001001100001100011010110010 	 1110111001011101000000000000000000000000000000000000000000000000
36295	 0 	 00101101 	 11101001001100001100011010110010 	 1110111001011101000000000000000000000000000000000000000000000000
36300	 1 	 00101110 	 11101001001100001100011010110010 	 1000011101100100000000000000000000000000000000000000000000000000
36305	 0 	 00101110 	 11101001001100001100011010110010 	 1000011101100100000000000000000000000000000000000000000000000000
36310	 1 	 00101111 	 00111101011011110010101101100011 	 1000101001010000000000000000000000000000000000000000000000000000
36315	 0 	 00101111 	 00111101011011110010101101100011 	 1000101001010000000000000000000000000000000000000000000000000000
36320	 1 	 00110000 	 00111101011011110010101101100011 	 0000000110010000000000000000000000000000000000000000000000000000
36325	 0 	 00110000 	 00111101011011110010101101100011 	 0000000110010000000000000000000000000000000000000000000000000000
36330	 1 	 00110001 	 01000101011111110110011101010001 	 1100110111010000000000000000000000000000000000000000000000000000
36335	 0 	 00110001 	 01000101011111110110011101010001 	 1100110111010000000000000000000000000000000000000000000000000000
36340	 1 	 00110010 	 01000101011111110110011101010001 	 0110101001110000000000000000000000000000000000000000000000000000
36345	 0 	 00110010 	 01000101011111110110011101010001 	 0110101001110000000000000000000000000000000000000000000000000000
36350	 1 	 00110011 	 10010000110110100100010010010010 	 1001001001010000000000000000000000000000000000000000000000000000
36355	 0 	 00110011 	 10010000110110100100010010010010 	 1001001001010000000000000000000000000000000000000000000000000000
36360	 1 	 00110100 	 10010000110110100100010010010010 	 1101011001000000000000000000000000000000000000000000000000000000
36365	 0 	 00110100 	 10010000110110100100010010010010 	 1101011001000000000000000000000000000000000000000000000000000000
36370	 1 	 00110101 	 10010000101111111000001101101000 	 1101110100000000000000000000000000000000000000000000000000000000
36375	 0 	 00110101 	 10010000101111111000001101101000 	 1101110100000000000000000000000000000000000000000000000000000000
36380	 1 	 00110110 	 10010000101111111000001101101000 	 1000001000000000000000000000000000000000000000000000000000000000
36385	 0 	 00110110 	 10010000101111111000001101101000 	 1000001000000000000000000000000000000000000000000000000000000000
36390	 1 	 00110111 	 01001101010010011110110101111101 	 1101010000000000000000000000000000000000000000000000000000000000
36395	 0 	 00110111 	 01001101010010011110110101111101 	 1101010000000000000000000000000000000000000000000000000000000000
36400	 1 	 00111000 	 01001101010010011110110101111101 	 0010110000000000000000000000000000000000000000000000000000000000
36405	 0 	 00111000 	 01001101010010011110110101111101 	 0010110000000000000000000000000000000000000000000000000000000000
36410	 1 	 00111001 	 00101110000011011100111010101011 	 1101010000000000000000000000000000000000000000000000000000000000
36415	 0 	 00111001 	 00101110000011011100111010101011 	 1101010000000000000000000000000000000000000000000000000000000000
36420	 1 	 00111010 	 00101110000011011100111010101011 	 0100010000000000000000000000000000000000000000000000000000000000
36425	 0 	 00111010 	 00101110000011011100111010101011 	 0100010000000000000000000000000000000000000000000000000000000000
36430	 1 	 00111011 	 00011000010101000100100100000001 	 1111010000000000000000000000000000000000000000000000000000000000
36435	 0 	 00111011 	 00011000010101000100100100000001 	 1111010000000000000000000000000000000000000000000000000000000000
36440	 1 	 00111100 	 00011000010101000100100100000001 	 1101110000000000000000000000000000000000000000000000000000000000
36445	 0 	 00111100 	 00011000010101000100100100000001 	 1101110000000000000000000000000000000000000000000000000000000000
36450	 1 	 00111101 	 00010000110111000011011001000000 	 1001010000000000000000000000000000000000000000000000000000000000
36455	 0 	 00111101 	 00010000110111000011011001000000 	 1001010000000000000000000000000000000000000000000000000000000000
36460	 1 	 00111110 	 00010000110111000011011001000000 	 0010100000000000000000000000000000000000000000000000000000000000
36465	 0 	 00111110 	 00010000110111000011011001000000 	 0010100000000000000000000000000000000000000000000000000000000000
36470	 1 	 00111111 	 01010011001111111101010010010001 	 0101000000000000000000000000000000000000000000000000000000000000
36475	 0 	 00111111 	 01010011001111111101010010010001 	 0101000000000000000000000000000000000000000000000000000000000000
36480	 1 	 01000000 	 01010011001111111101010010010001 	 1111000000000000000000000000000000000000000000000000000000000000
36485	 0 	 01000000 	 01010011001111111101010010010001 	 1111000000000000000000000000000000000000000000000000000000000000
36490	 1 	 01000001 	 00101111110100001010011101100110 	 1101000000000000000000000000000000000000000000000000000000000000
36495	 0 	 01000001 	 00101111110100001010011101100110 	 1101000000000000000000000000000000000000000000000000000000000000
36500	 1 	 01000010 	 00101111110100001010011101100110 	 1000000000000000000000000000000000000000000000000000000000000000
36505	 0 	 01000010 	 00101111110100001010011101100110 	 1000000000000000000000000000000000000000000000000000000000000000
36510	 1 	 01000011 	 00000011001011101011010001000110 	 0000000000000000000000000000000000000000000000000000000000000000
36515	 0 	 01000011 	 00000011001011101011010001000110 	 0000000000000000000000000000000000000000000000000000000000000000
36520	 1 	 01000100 	 00000011001011101011010001000110 	 0000000000000000000000000000000000000000000000000000000000000000
36525	 0 	 01000100 	 00000011001011101011010001000110 	 0000000000000000000000000000000000000000000000000000000000000000
36530	 1 	 01000101 	 11010000000010010111110000001000 	 0000000000000000000000000000000000000000000000000000000000000000
36535	 0 	 01000101 	 11010000000010010111110000001000 	 0000000000000000000000000000000000000000000000000000000000000000
36540	 1 	 01000110 	 11010000000010010111110000001000 	 0000000000000000000000000000000000000000000000000000000000000000
36545	 0 	 01000110 	 11010000000010010111110000001000 	 0000000000000000000000000000000000000000000000000000000000000000
36550	 1 	 01000111 	 00000011110001111010111100100111 	 0000000000000000000000000000000000000000000000000000000000000000
36555	 0 	 01000111 	 00000011110001111010111100100111 	 0000000000000000000000000000000000000000000000000000000000000000
36560	 1 	 01001000 	 00000011110001111010111100100111 	 0000000000000000000000000000000000000000000000000000000000000000
36565	 0 	 01001000 	 00000011110001111010111100100111 	 0000000000000000000000000000000000000000000000000000000000000000
36570	 1 	 01001001 	 11101100011101110101011101010001 	 0000000000000000000000000000000000000000000000000000000000000000
36575	 0 	 01001001 	 11101100011101110101011101010001 	 0000000000000000000000000000000000000000000000000000000000000000
36580	 1 	 01001010 	 11101100011101110101011101010001 	 0000000000000000000000000000000000000000000000000000000000000000
36585	 0 	 01001010 	 11101100011101110101011101010001 	 0000000000000000000000000000000000000000000000000000000000000000
36590	 1 	 01001011 	 10000010101110001000100010010010 	 0000000000000000000000000000000000000000000000000000000000000000
36595	 0 	 01001011 	 10000010101110001000100010010010 	 0000000000000000000000000000000000000000000000000000000000000000
36600	 1 	 01001100 	 10000010101110001000100010010010 	 0000000000000000000000000000000000000000000000000000000000000000
36605	 0 	 01001100 	 10000010101110001000100010010010 	 0000000000000000000000000000000000000000000000000000000000000000
36610	 1 	 01001101 	 00010101101011000000000001101011 	 0000000000000000000000000000000000000000000000000000000000000000
36615	 0 	 01001101 	 00010101101011000000000001101011 	 0000000000000000000000000000000000000000000000000000000000000000
36620	 1 	 01001110 	 00010101101011000000000001101011 	 0000000000000000000000000000000000000000000000000000000000000000
36625	 0 	 01001110 	 00010101101011000000000001101011 	 0000000000000000000000000000000000000000000000000000000000000000
36630	 1 	 01001111 	 11110000010000110000000110110000 	 0000000000000000000000000000000000000000000000000000000000000000
36635	 0 	 01001111 	 11110000010000110000000110110000 	 0000000000000000000000000000000000000000000000000000000000000000
36640	 1 	 01010000 	 11110000010000110000000110110000 	 0000000000000000000000000000000000000000000000000000000000000000
36645	 0 	 01010000 	 11110000010000110000000110110000 	 0000000000000000000000000000000000000000000000000000000000000000
36650	 1 	 01010001 	 11101001011001001100011010101110 	 0000000000000000000000000000000000000000000000000000000000000000
36655	 0 	 01010001 	 11101001011001001100011010101110 	 0000000000000000000000000000000000000000000000000000000000000000
36660	 1 	 01010010 	 11101001011001001100011010101110 	 0000000000000000000000000000000000000000000000000000000000000000
36665	 0 	 01010010 	 11101001011001001100011010101110 	 0000000000000000000000000000000000000000000000000000000000000000
36670	 1 	 01010011 	 10111100001010100010101100010101 	 0000000000000000000000000000000000000000000000000000000000000000
36675	 0 	 01010011 	 10111100001010100010101100010101 	 0000000000000000000000000000000000000000000000000000000000000000
36680	 1 	 01010100 	 10111100001010100010101100010101 	 0000000000000000000000000000000000000000000000000000000000000000
36685	 0 	 01010100 	 10111100001010100010101100010101 	 0000000000000000000000000000000000000000000000000000000000000000
36690	 1 	 01010101 	 10100000001110100010011010010111 	 0000000000000000000000000000000000000000000000000000000000000000
36695	 0 	 01010101 	 10100000001110100010011010010111 	 0000000000000000000000000000000000000000000000000000000000000000
36700	 1 	 01010110 	 10100000001110100010011010010111 	 0000000000000000000000000000000000000000000000000000000000000000
36705	 0 	 01010110 	 10100000001110100010011010010111 	 0000000000000000000000000000000000000000000000000000000000000000
36710	 1 	 01010111 	 00110100100111100001001111111000 	 0000000000000000000000000000000000000000000000000000000000000000
36715	 0 	 01010111 	 00110100100111100001001111111000 	 0000000000000000000000000000000000000000000000000000000000000000
36720	 1 	 01011000 	 00110100100111100001001111111000 	 0000000000000000000000000000000000000000000000000000000000000000
36725	 0 	 01011000 	 00110100100111100001001111111000 	 0000000000000000000000000000000000000000000000000000000000000000
36730	 1 	 01011001 	 01100000101111111100101100011000 	 0000000000000000000000000000000000000000000000000000000000000000
36735	 0 	 01011001 	 01100000101111111100101100011000 	 0000000000000000000000000000000000000000000000000000000000000000
36740	 1 	 01011010 	 01100000101111111100101100011000 	 0000000000000000000000000000000000000000000000000000000000000000
36745	 0 	 01011010 	 01100000101111111100101100011000 	 0000000000000000000000000000000000000000000000000000000000000000
36750	 1 	 01011011 	 01111001010010001101111010100001 	 0000000000000000000000000000000000000000000000000000000000000000
36755	 0 	 01011011 	 01111001010010001101111010100001 	 0000000000000000000000000000000000000000000000000000000000000000
36760	 1 	 01011100 	 01111001010010001101111010100001 	 0000000000000000000000000000000000000000000000000000000000000000
36765	 0 	 01011100 	 01111001010010001101111010100001 	 0000000000000000000000000000000000000000000000000000000000000000
36770	 1 	 01011101 	 00110011000010010100110100101101 	 0000000000000000000000000000000000000000000000000000000000000000
36775	 0 	 01011101 	 00110011000010010100110100101101 	 0000000000000000000000000000000000000000000000000000000000000000
36780	 1 	 01011110 	 00110011000010010100110100101101 	 0000000000000000000000000000000000000000000000000000000000000000
36785	 0 	 01011110 	 00110011000010010100110100101101 	 0000000000000000000000000000000000000000000000000000000000000000
36790	 1 	 01011111 	 10110111000001110110011111111011 	 0000000000000000000000000000000000000000000000000000000000000000
36795	 0 	 01011111 	 10110111000001110110011111111011 	 0000000000000000000000000000000000000000000000000000000000000000
36800	 1 	 01100000 	 10110111000001110110011111111011 	 0000000000000000000000000000000000000000000000000000000000000000
36805	 0 	 01100000 	 10110111000001110110011111111011 	 0000000000000000000000000000000000000000000000000000000000000000
36810	 1 	 01100001 	 01010010010001000100011000010111 	 0000000000000000000000000000000000000000000000000000000000000000
36815	 0 	 01100001 	 01010010010001000100011000010111 	 0000000000000000000000000000000000000000000000000000000000000000
36820	 1 	 01100010 	 01010010010001000100011000010111 	 0000000000000000000000000000000000000000000000000000000000000000
36825	 0 	 01100010 	 01010010010001000100011000010111 	 0000000000000000000000000000000000000000000000000000000000000000
36830	 1 	 01100011 	 01001001111110000000100111011011 	 0000000000000000000000000000000000000000000000000000000000000000
36835	 0 	 01100011 	 01001001111110000000100111011011 	 0000000000000000000000000000000000000000000000000000000000000000
36840	 1 	 01100100 	 01001001111110000000100111011011 	 0000000000000000000000000000000000000000000000000000000000000000
36845	 0 	 01100100 	 01001001111110000000100111011011 	 0000000000000000000000000000000000000000000000000000000000000000
36850	 1 	 01100101 	 11010110011111100010010100011101 	 0000000000000000000000000000000000000000000000000000000000000000
36855	 0 	 01100101 	 11010110011111100010010100011101 	 0000000000000000000000000000000000000000000000000000000000000000
36860	 1 	 01100110 	 11010110011111100010010100011101 	 0000000000000000000000000000000000000000000000000000000000000000
36865	 0 	 01100110 	 11010110011111100010010100011101 	 0000000000000000000000000000000000000000000000000000000000000000
36870	 1 	 01100111 	 00001111111111110001110100110101 	 0000000000000000000000000000000000000000000000000000000000000000
36875	 0 	 01100111 	 00001111111111110001110100110101 	 0000000000000000000000000000000000000000000000000000000000000000
36880	 1 	 01101000 	 00001111111111110001110100110101 	 0000000000000000000000000000000000000000000000000000000000000000
36885	 0 	 01101000 	 00001111111111110001110100110101 	 0000000000000000000000000000000000000000000000000000000000000000
36890	 1 	 01101001 	 10110100011110111011001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
36895	 0 	 01101001 	 10110100011110111011001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
36900	 1 	 01101010 	 10110100011110111011001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
36905	 0 	 01101010 	 10110100011110111011001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
36910	 1 	 01101011 	 11000011000100000010001010001010 	 0000000000000000000000000000000000000000000000000000000000000000
36915	 0 	 01101011 	 11000011000100000010001010001010 	 0000000000000000000000000000000000000000000000000000000000000000
36920	 1 	 01101100 	 11000011000100000010001010001010 	 0000000000000000000000000000000000000000000000000000000000000000
36925	 0 	 01101100 	 11000011000100000010001010001010 	 0000000000000000000000000000000000000000000000000000000000000000
36930	 1 	 01101101 	 00011111000111001000001010001100 	 0000000000000000000000000000000000000000000000000000000000000000
36935	 0 	 01101101 	 00011111000111001000001010001100 	 0000000000000000000000000000000000000000000000000000000000000000
36940	 1 	 01101110 	 00011111000111001000001010001100 	 0000000000000000000000000000000000000000000000000000000000000000
36945	 0 	 01101110 	 00011111000111001000001010001100 	 0000000000000000000000000000000000000000000000000000000000000000
36950	 1 	 01101111 	 11111011110011010010101010010011 	 0000000000000000000000000000000000000000000000000000000000000000
36955	 0 	 01101111 	 11111011110011010010101010010011 	 0000000000000000000000000000000000000000000000000000000000000000
36960	 1 	 01110000 	 11111011110011010010101010010011 	 0000000000000000000000000000000000000000000000000000000000000000
36965	 0 	 01110000 	 11111011110011010010101010010011 	 0000000000000000000000000000000000000000000000000000000000000000
36970	 1 	 01110001 	 00111010001001111110000011101111 	 0000000000000000000000000000000000000000000000000000000000000000
36975	 0 	 01110001 	 00111010001001111110000011101111 	 0000000000000000000000000000000000000000000000000000000000000000
36980	 1 	 01110010 	 00111010001001111110000011101111 	 0000000000000000000000000000000000000000000000000000000000000000
36985	 0 	 01110010 	 00111010001001111110000011101111 	 0000000000000000000000000000000000000000000000000000000000000000
36990	 1 	 01110011 	 01010001100011100111101110000011 	 0000000000000000000000000000000000000000000000000000000000000000
36995	 0 	 01110011 	 01010001100011100111101110000011 	 0000000000000000000000000000000000000000000000000000000000000000
37000	 1 	 01110100 	 01010001100011100111101110000011 	 0000000000000000000000000000000000000000000000000000000000000000
37005	 0 	 01110100 	 01010001100011100111101110000011 	 0000000000000000000000000000000000000000000000000000000000000000
37010	 1 	 01110101 	 00000110001000100111000011101100 	 0000000000000000000000000000000000000000000000000000000000000000
37015	 0 	 01110101 	 00000110001000100111000011101100 	 0000000000000000000000000000000000000000000000000000000000000000
37020	 1 	 01110110 	 00000110001000100111000011101100 	 0000000000000000000000000000000000000000000000000000000000000000
37025	 0 	 01110110 	 00000110001000100111000011101100 	 0000000000000000000000000000000000000000000000000000000000000000
37030	 1 	 01110111 	 11101110111000010101111110001100 	 0000000000000000000000000000000000000000000000000000000000000000
37035	 0 	 01110111 	 11101110111000010101111110001100 	 0000000000000000000000000000000000000000000000000000000000000000
37040	 1 	 01111000 	 11101110111000010101111110001100 	 0000000000000000000000000000000000000000000000000000000000000000
37045	 0 	 01111000 	 11101110111000010101111110001100 	 0000000000000000000000000000000000000000000000000000000000000000
37050	 1 	 01111001 	 10110111101001010010100111010110 	 0000000000000000000000000000000000000000000000000000000000000000
37055	 0 	 01111001 	 10110111101001010010100111010110 	 0000000000000000000000000000000000000000000000000000000000000000
37060	 1 	 01111010 	 10110111101001010010100111010110 	 0000000000000000000000000000000000000000000000000000000000000000
37065	 0 	 01111010 	 10110111101001010010100111010110 	 0000000000000000000000000000000000000000000000000000000000000000
37070	 1 	 01111011 	 11101111000001011110110100101111 	 0000000000000000000000000000000000000000000000000000000000000000
37075	 0 	 01111011 	 11101111000001011110110100101111 	 0000000000000000000000000000000000000000000000000000000000000000
37080	 1 	 01111100 	 11101111000001011110110100101111 	 0000000000000000000000000000000000000000000000000000000000000000
37085	 0 	 01111100 	 11101111000001011110110100101111 	 0000000000000000000000000000000000000000000000000000000000000000
37090	 1 	 01111101 	 10101100001101101100111111110001 	 0000000000000000000000000000000000000000000000000000000000000000
37095	 0 	 01111101 	 10101100001101101100111111110001 	 0000000000000000000000000000000000000000000000000000000000000000
37100	 1 	 01111110 	 10101100001101101100111111110001 	 0000000000000000000000000000000000000000000000000000000000000000
37105	 0 	 01111110 	 10101100001101101100111111110001 	 0000000000000000000000000000000000000000000000000000000000000000
37110	 1 	 01111111 	 11101100010011101000110000111111 	 0000000000000000000000000000000000000000000000000000000000000000
37115	 0 	 01111111 	 11101100010011101000110000111111 	 0000000000000000000000000000000000000000000000000000000000000000
37120	 1 	 10000000 	 11101100010011101000110000111111 	 0000000000000000000000000000000000000000000000000000000000000000
37125	 0 	 10000000 	 11101100010011101000110000111111 	 0000000000000000000000000000000000000000000000000000000000000000
37130	 1 	 10000001 	 10000010010100011001001111110010 	 0000000000000000000000000000000000000000000000000000000000000000
37135	 0 	 10000001 	 10000010010100011001001111110010 	 0000000000000000000000000000000000000000000000000000000000000000
37140	 1 	 10000010 	 10000010010100011001001111110010 	 0000000000000000000000000000000000000000000000000000000000000000
37145	 0 	 10000010 	 10000010010100011001001111110010 	 0000000000000000000000000000000000000000000000000000000000000000
37150	 1 	 10000011 	 11010110001100100010101100110011 	 0000000000000000000000000000000000000000000000000000000000000000
37155	 0 	 10000011 	 11010110001100100010101100110011 	 0000000000000000000000000000000000000000000000000000000000000000
37160	 1 	 10000100 	 11010110001100100010101100110011 	 0000000000000000000000000000000000000000000000000000000000000000
37165	 0 	 10000100 	 11010110001100100010101100110011 	 0000000000000000000000000000000000000000000000000000000000000000
37170	 1 	 10000101 	 10001110110111000010011000000101 	 0000000000000000000000000000000000000000000000000000000000000000
37175	 0 	 10000101 	 10001110110111000010011000000101 	 0000000000000000000000000000000000000000000000000000000000000000
37180	 1 	 10000110 	 10001110110111000010011000000101 	 0000000000000000000000000000000000000000000000000000000000000000
37185	 0 	 10000110 	 10001110110111000010011000000101 	 0000000000000000000000000000000000000000000000000000000000000000
37190	 1 	 10000111 	 00010000101111111001000110010101 	 0000000000000000000000000000000000000000000000000000000000000000
37195	 0 	 10000111 	 00010000101111111001000110010101 	 0000000000000000000000000000000000000000000000000000000000000000
37200	 1 	 10001000 	 00010000101111111001000110010101 	 0000000000000000000000000000000000000000000000000000000000000000
37205	 0 	 10001000 	 00010000101111111001000110010101 	 0000000000000000000000000000000000000000000000000000000000000000
37210	 1 	 10001001 	 00110001001100011010001000110110 	 0000000000000000000000000000000000000000000000000000000000000000
37215	 0 	 10001001 	 00110001001100011010001000110110 	 0000000000000000000000000000000000000000000000000000000000000000
37220	 1 	 10001010 	 00110001001100011010001000110110 	 0000000000000000000000000000000000000000000000000000000000000000
37225	 0 	 10001010 	 00110001001100011010001000110110 	 0000000000000000000000000000000000000000000000000000000000000000
37230	 1 	 10001011 	 10100011000100101110000001010010 	 0000000000000000000000000000000000000000000000000000000000000000
37235	 0 	 10001011 	 10100011000100101110000001010010 	 0000000000000000000000000000000000000000000000000000000000000000
37240	 1 	 10001100 	 10100011000100101110000001010010 	 0000000000000000000000000000000000000000000000000000000000000000
37245	 0 	 10001100 	 10100011000100101110000001010010 	 0000000000000000000000000000000000000000000000000000000000000000
37250	 1 	 10001101 	 01111000111101110011100101011100 	 0000000000000000000000000000000000000000000000000000000000000000
37255	 0 	 10001101 	 01111000111101110011100101011100 	 0000000000000000000000000000000000000000000000000000000000000000
37260	 1 	 10001110 	 01111000111101110011100101011100 	 0000000000000000000000000000000000000000000000000000000000000000
37265	 0 	 10001110 	 01111000111101110011100101011100 	 0000000000000000000000000000000000000000000000000000000000000000
37270	 1 	 10001111 	 11010110000000010010101100100000 	 0000000000000000000000000000000000000000000000000000000000000000
37275	 0 	 10001111 	 11010110000000010010101100100000 	 0000000000000000000000000000000000000000000000000000000000000000
37280	 1 	 10010000 	 11010110000000010010101100100000 	 0000000000000000000000000000000000000000000000000000000000000000
37285	 0 	 10010000 	 11010110000000010010101100100000 	 0000000000000000000000000000000000000000000000000000000000000000
37290	 1 	 10010001 	 00001110000111001110011001001100 	 0000000000000000000000000000000000000000000000000000000000000000
37295	 0 	 10010001 	 00001110000111001110011001001100 	 0000000000000000000000000000000000000000000000000000000000000000
37300	 1 	 10010010 	 00001110000111001110011001001100 	 0000000000000000000000000000000000000000000000000000000000000000
37305	 0 	 10010010 	 00001110000111001110011001001100 	 0000000000000000000000000000000000000000000000000000000000000000
37310	 1 	 10010011 	 11110011100011001010000010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37315	 0 	 10010011 	 11110011100011001010000010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37320	 1 	 10010100 	 11110011100011001010000010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37325	 0 	 10010100 	 11110011100011001010000010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37330	 1 	 10010101 	 00000101001100011010101010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37335	 0 	 10010101 	 00000101001100011010101010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37340	 1 	 10010110 	 00000101001100011010101010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37345	 0 	 10010110 	 00000101001100011010101010100011 	 0000000000000000000000000000000000000000000000000000000000000000
37350	 1 	 10010111 	 11111110000100101100000000100010 	 0000000000000000000000000000000000000000000000000000000000000000
37355	 0 	 10010111 	 11111110000100101100000000100010 	 0000000000000000000000000000000000000000000000000000000000000000
37360	 1 	 10011000 	 11111110000100101100000000100010 	 0000000000000000000000000000000000000000000000000000000000000000
37365	 0 	 10011000 	 11111110000100101100000000100010 	 0000000000000000000000000000000000000000000000000000000000000000
37370	 1 	 10011001 	 10000111101101111011000010000000 	 0000000000000000000000000000000000000000000000000000000000000000
37375	 0 	 10011001 	 10000111101101111011000010000000 	 0000000000000000000000000000000000000000000000000000000000000000
37380	 1 	 10011010 	 10000111101101111011000010000000 	 0000000000000000000000000000000000000000000000000000000000000000
37385	 0 	 10011010 	 10000111101101111011000010000000 	 0000000000000000000000000000000000000000000000000000000000000000
37390	 1 	 10011011 	 01001000110100110010111000100110 	 0000000000000000000000000000000000000000000000000000000000000000
37395	 0 	 10011011 	 01001000110100110010111000100110 	 0000000000000000000000000000000000000000000000000000000000000000
37400	 1 	 10011100 	 01001000110100110010111000100110 	 0000000000000000000000000000000000000000000000000000000000000000
37405	 0 	 10011100 	 01001000110100110010111000100110 	 0000000000000000000000000000000000000000000000000000000000000000
37410	 1 	 10011101 	 00001110111000000111001100010101 	 0000000000000000000000000000000000000000000000000000000000000000
37415	 0 	 10011101 	 00001110111000000111001100010101 	 0000000000000000000000000000000000000000000000000000000000000000
37420	 1 	 10011110 	 00001110111000000111001100010101 	 0000000000000000000000000000000000000000000000000000000000000000
37425	 0 	 10011110 	 00001110111000000111001100010101 	 0000000000000000000000000000000000000000000000000000000000000000
37430	 1 	 10011111 	 00110000010000011101000010010001 	 0000000000000000000000000000000000000000000000000000000000000000
37435	 0 	 10011111 	 00110000010000011101000010010001 	 0000000000000000000000000000000000000000000000000000000000000000
37440	 1 	 10100000 	 00110000010000011101000010010001 	 0000000000000000000000000000000000000000000000000000000000000000
37445	 0 	 10100000 	 00110000010000011101000010010001 	 0000000000000000000000000000000000000000000000000000000000000000
37450	 1 	 10100001 	 01111010111101110011011001100101 	 0000000000000000000000000000000000000000000000000000000000000000
37455	 0 	 10100001 	 01111010111101110011011001100101 	 0000000000000000000000000000000000000000000000000000000000000000
37460	 1 	 10100010 	 01111010111101110011011001100101 	 0000000000000000000000000000000000000000000000000000000000000000
37465	 0 	 10100010 	 01111010111101110011011001100101 	 0000000000000000000000000000000000000000000000000000000000000000
37470	 1 	 10100011 	 10000010111110010001010000001011 	 0000000000000000000000000000000000000000000000000000000000000000
37475	 0 	 10100011 	 10000010111110010001010000001011 	 0000000000000000000000000000000000000000000000000000000000000000
37480	 1 	 10100100 	 10000010111110010001010000001011 	 0000000000000000000000000000000000000000000000000000000000000000
37485	 0 	 10100100 	 10000010111110010001010000001011 	 0000000000000000000000000000000000000000000000000000000000000000
37490	 1 	 10100101 	 00110111001000100001010100101101 	 0000000000000000000000000000000000000000000000000000000000000000
37495	 0 	 10100101 	 00110111001000100001010100101101 	 0000000000000000000000000000000000000000000000000000000000000000
37500	 1 	 10100110 	 00110111001000100001010100101101 	 0000000000000000000000000000000000000000000000000000000000000000
37505	 0 	 10100110 	 00110111001000100001010100101101 	 0000000000000000000000000000000000000000000000000000000000000000
37510	 1 	 10100111 	 01101110101000001101000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
37515	 0 	 10100111 	 01101110101000001101000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
37520	 1 	 10101000 	 01101110101000001101000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
37525	 0 	 10101000 	 01101110101000001101000111111000 	 0000000000000000000000000000000000000000000000000000000000000000
37530	 1 	 10101001 	 10010110101100110111001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
37535	 0 	 10101001 	 10010110101100110111001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
37540	 1 	 10101010 	 10010110101100110111001110011010 	 0000000000000000000000000000000000000000000000000000000000000000
